transaction_id,line_item_id,invoice_id,synced_at,txn_type,txn_source,txn_date,inv_supplier_name,inv_supplier_gstin,inv_supplier_pan,inv_supplier_city,inv_supplier_state,inv_supplier_email,inv_supplier_phone,inv_supplier_bank_name,vnd_vendor_id,vnd_vendor_code,vnd_vendor_name_normalized,vnd_vendor_type,vnd_trade_category,vnd_overall_rating,vnd_financial_health,vnd_blacklisted,vnd_approved_vendor,vnd_msme_flag,inv_project_id,inv_project_code,inv_project_name,prj_client_name,prj_site_city,prj_site_state,prj_type,prj_total_contract_value,prj_is_epc,prj_status,inv_invoice_number,inv_invoice_date,inv_invoice_type,inv_invoice_currency,inv_place_of_supply,inv_li_sl_no,inv_li_description,inv_li_hsn_sac_code,inv_li_quantity,inv_li_uom,inv_li_uom_normalized,inv_li_unit_rate,inv_li_taxable_amount,inv_li_total_amount,inv_li_epc_category,inv_li_material_type,inv_taxable_amount,inv_cgst_amount,inv_sgst_amount,inv_igst_amount,inv_other_charges,inv_total_amount,inv_duplicate_flag,inv_off_contract_flag,inv_price_variance_flag,inv_grn_matched,po_over_invoiced_flag,row_process_id
INV-69C17878,LI-0000016,INV-C9FA2BC3,2026-05-08 18:01:39,invoice,ocr_pdf,2025-04-11,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-INF-001,BEC-INF-WSA,Western Sydney International Airport,WSA Co,Badgerys Creek,NSW,infrastructure,5000000000,1,active,AM-2025-0000016,2025-04-11,tax_invoice,USD,NSW,16,Civil supply — Western Sydney International Airpor Lot 16,7213,11.23,CY,CY,3069.3,34468.24,37311.87,civil,aggregate,34468.24,0.0,0.0,0.0,3.41,37311.87,0,0,0,0,0,16
INV-2075DC1D,LI-0000017,INV-154E2A97,2026-05-08 18:01:39,invoice,ocr_pdf,2025-12-26,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-MFG-001,BEC-MFG-INT,Intel Semiconductor Fab Ohio,Intel Corporation,New Albany,OH,manufacturing,20000000000,1,active,AM-2025-0000017,2025-12-26,tax_invoice,USD,OH,1,Civil supply — Intel Semiconductor Fab Ohio Lot 1,8481,17.19,CY,CY,4078.7,70112.85,70112.85,civil,aggregate,70112.85,0.0,0.0,0.0,225.11,70112.85,0,0,0,0,0,17
INV-CED96DBB,LI-0000018,INV-FF4586E4,2026-05-08 18:01:39,invoice,ocr_pdf,2023-07-08,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-MFG-001,BEC-MFG-INT,Intel Semiconductor Fab Ohio,Intel Corporation,New Albany,OH,manufacturing,20000000000,1,active,AM-2023-0000018,2023-07-08,tax_invoice,USD,OH,2,Civil supply — Intel Semiconductor Fab Ohio Lot 2,8708,24.62,CY,CY,1008.99,24841.33,26890.74,civil,aggregate,24841.33,0.0,0.0,0.0,104.73,26890.74,0,0,0,0,0,18
INV-5CE4A4B1,LI-0000019,INV-AAA85EA7,2026-05-08 18:01:39,invoice,ocr_pdf,2022-06-02,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-MFG-001,BEC-MFG-INT,Intel Semiconductor Fab Ohio,Intel Corporation,New Albany,OH,manufacturing,20000000000,1,active,AM-2022-0000019,2022-06-02,tax_invoice,USD,OH,3,Civil supply — Intel Semiconductor Fab Ohio Lot 3,2523,9.62,CY,CY,682.94,6569.88,6569.88,civil,aggregate,6569.88,0.0,0.0,0.0,487.68,6569.88,0,0,0,0,0,19
INV-0D9CA95F,LI-0000020,INV-1585B318,2026-05-08 18:01:39,invoice,ocr_pdf,2025-11-15,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-MFG-001,BEC-MFG-INT,Intel Semiconductor Fab Ohio,Intel Corporation,New Albany,OH,manufacturing,20000000000,1,active,AM-2025-0000020,2025-11-15,tax_invoice,USD,OH,4,Civil supply — Intel Semiconductor Fab Ohio Lot 4,7214,35.48,CY,CY,2723.13,96616.65,96616.65,civil,aggregate,96616.65,0.0,0.0,0.0,478.4,96616.65,0,0,0,0,0,20
INV-6C39E7DC,LI-0000021,INV-A22C4C09,2026-05-08 18:01:39,invoice,ocr_pdf,2022-08-14,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-MFG-001,BEC-MFG-INT,Intel Semiconductor Fab Ohio,Intel Corporation,New Albany,OH,manufacturing,20000000000,1,active,AM-2022-0000021,2022-08-14,tax_invoice,USD,OH,5,Civil supply — Intel Semiconductor Fab Ohio Lot 5,7306,36.81,CY,CY,437.57,16106.95,16106.95,civil,aggregate,16106.95,0.0,0.0,0.0,180.01,16106.95,0,0,0,0,0,21
INV-206E3DF5,LI-0000022,INV-7F4D605F,2026-05-08 18:01:39,invoice,ocr_pdf,2024-04-06,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-MFG-001,BEC-MFG-INT,Intel Semiconductor Fab Ohio,Intel Corporation,New Albany,OH,manufacturing,20000000000,1,active,AM-2024-0000022,2024-04-06,tax_invoice,USD,OH,6,Civil supply — Intel Semiconductor Fab Ohio Lot 6,8413,2.61,CY,CY,4913.3,12823.71,12823.71,civil,aggregate,12823.71,0.0,0.0,0.0,441.24,12823.71,0,0,0,0,0,22
INV-B1B3802B,LI-0000023,INV-BD6FB161,2026-05-08 18:01:39,invoice,ocr_pdf,2025-01-02,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-MFG-001,BEC-MFG-INT,Intel Semiconductor Fab Ohio,Intel Corporation,New Albany,OH,manufacturing,20000000000,1,active,AM-2025-0000023,2025-01-02,tax_invoice,USD,OH,7,Civil supply — Intel Semiconductor Fab Ohio Lot 7,8544,22.23,CY,CY,3305.4,73479.04,77152.99,civil,aggregate,73479.04,0.0,0.0,0.0,45.28,77152.99,0,0,0,0,0,23
INV-34DF12DF,LI-0000024,INV-568F8B92,2026-05-08 18:01:39,invoice,ocr_pdf,2024-05-22,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-LNG-004,BEC-LNG-RG5,Rio Grande LNG Train 5,NextDecade Corporation,Brownsville,TX,lng,4320000000,1,active,AM-2024-0000024,2024-05-22,tax_invoice,USD,TX,1,Civil supply — Rio Grande LNG Train 5 Lot 1,3926,21.1,CY,CY,1079.14,22769.85,22769.85,civil,aggregate,22769.85,0.0,0.0,0.0,461.91,22769.85,0,0,0,0,0,24
INV-CF7CF3EC,LI-0000025,INV-D6FB4374,2026-05-08 18:01:39,invoice,ocr_pdf,2024-02-11,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-LNG-004,BEC-LNG-RG5,Rio Grande LNG Train 5,NextDecade Corporation,Brownsville,TX,lng,4320000000,1,active,AM-2024-0000025,2024-02-11,tax_invoice,USD,TX,2,Civil supply — Rio Grande LNG Train 5 Lot 2,8708,4.4,CY,CY,4676.84,20578.1,20578.1,civil,aggregate,20578.1,0.0,0.0,0.0,23.03,20578.1,0,0,0,0,0,25
INV-252D595C,LI-0000026,INV-542A3453,2026-05-08 18:01:39,invoice,ocr_pdf,2024-06-20,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-LNG-004,BEC-LNG-RG5,Rio Grande LNG Train 5,NextDecade Corporation,Brownsville,TX,lng,4320000000,1,active,AM-2024-0000026,2024-06-20,tax_invoice,USD,TX,3,Civil supply — Rio Grande LNG Train 5 Lot 3,2523,15.3,CY,CY,2458.87,37620.71,39501.75,civil,aggregate,37620.71,0.0,0.0,0.0,370.41,39501.75,0,0,0,0,0,26
INV-60757720,LI-0000027,INV-A98E8439,2026-05-08 18:01:39,invoice,ocr_pdf,2025-12-01,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-LNG-004,BEC-LNG-RG5,Rio Grande LNG Train 5,NextDecade Corporation,Brownsville,TX,lng,4320000000,1,active,AM-2025-0000027,2025-12-01,tax_invoice,USD,TX,4,Civil supply — Rio Grande LNG Train 5 Lot 4,7306,19.91,CY,CY,4708.04,93737.08,93737.08,civil,aggregate,93737.08,0.0,0.0,0.0,304.35,93737.08,0,0,0,0,0,27
INV-D279A272,LI-0000028,INV-60FC6ED8,2026-05-08 18:01:39,invoice,ocr_pdf,2024-04-15,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-LNG-004,BEC-LNG-RG5,Rio Grande LNG Train 5,NextDecade Corporation,Brownsville,TX,lng,4320000000,1,active,AM-2024-0000028,2024-04-15,tax_invoice,USD,TX,5,Civil supply — Rio Grande LNG Train 5 Lot 5,8708,21.6,CY,CY,844.26,18236.02,19147.82,civil,aggregate,18236.02,0.0,0.0,0.0,380.9,19147.82,0,0,0,0,0,28
INV-D3CEA79C,LI-0000029,INV-9AD8E99E,2026-05-08 18:01:39,invoice,ocr_pdf,2024-10-27,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-LNG-004,BEC-LNG-RG5,Rio Grande LNG Train 5,NextDecade Corporation,Brownsville,TX,lng,4320000000,1,active,AM-2024-0000029,2024-10-27,tax_invoice,USD,TX,6,Civil supply — Rio Grande LNG Train 5 Lot 6,7213,6.33,CY,CY,2306.76,14601.79,14601.79,civil,aggregate,14601.79,0.0,0.0,0.0,308.79,14601.79,0,0,0,0,0,29
INV-A3C37E21,LI-0000030,INV-E0920B94,2026-05-08 18:01:39,invoice,ocr_pdf,2024-10-01,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-LNG-004,BEC-LNG-RG5,Rio Grande LNG Train 5,NextDecade Corporation,Brownsville,TX,lng,4320000000,1,active,AM-2024-0000030,2024-10-01,tax_invoice,USD,TX,7,Civil supply — Rio Grande LNG Train 5 Lot 7,8544,17.4,CY,CY,1085.52,18888.05,20446.31,civil,aggregate,18888.05,0.0,0.0,0.0,64.59,20446.31,0,0,0,0,0,30
INV-B5D53AB6,LI-0000031,INV-94AFAA25,2026-05-08 18:01:39,invoice,ocr_pdf,2024-12-24,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-LNG-004,BEC-LNG-RG5,Rio Grande LNG Train 5,NextDecade Corporation,Brownsville,TX,lng,4320000000,1,active,AM-2024-0000031,2024-12-24,tax_invoice,USD,TX,8,Civil supply — Rio Grande LNG Train 5 Lot 8,8544,47.78,CY,CY,4933.61,235727.89,235727.89,civil,aggregate,235727.89,0.0,0.0,0.0,396.81,235727.89,0,0,0,0,0,31
INV-ECEA3192,LI-0000032,INV-2BA95AFD,2026-05-08 18:01:39,invoice,ocr_pdf,2024-02-27,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-LNG-004,BEC-LNG-RG5,Rio Grande LNG Train 5,NextDecade Corporation,Brownsville,TX,lng,4320000000,1,active,AM-2024-0000032,2024-02-27,tax_invoice,USD,TX,9,Civil supply — Rio Grande LNG Train 5 Lot 9,8708,19.29,CY,CY,735.77,14193.0,14193.0,civil,aggregate,14193.0,0.0,0.0,0.0,143.36,14193.0,0,0,0,0,0,32
INV-D22EB303,LI-0000033,INV-873023CE,2026-05-08 18:01:39,invoice,ocr_pdf,2025-07-19,Alfred Miller Contracting,92-8846089,44-787194-8613,Lake Charles,LA,procurement@alfredmiller.com,+1-927-436-6746,JPMorgan Chase,00000000-0000-0000-0000-000183cff176,VND-AMC-001,Alfred Miller Contracting,subcontractor,civil,4.3,A,0,1,0,PROJ-LNG-004,BEC-LNG-RG5,Rio Grande LNG Train 5,NextDecade Corporation,Brownsville,TX,lng,4320000000,1,active,AM-2025-0000033,2025-07-19,tax_invoice,USD,TX,10,Civil supply — Rio Grande LNG Train 5 Lot 10,2523,34.52,CY,CY,2233.29,77093.17,77093.17,civil,aggregate,77093.17,0.0,0.0,0.0,183.24,77093.17,0,0,0,0,0,33
