vnd_vendor_id,vnd_vendor_name_normalized,inv_supplier_name,inv_supplier_city,inv_supplier_state,country,vnd_vendor_type,vnd_trade_category,inv_li_epc_category,inv_li_material_type,website,vnd_vendor_code,inv_supplier_email,inv_supplier_gstin,inv_supplier_pan,inv_supplier_phone,vnd_cin,vnd_overall_rating,vnd_quality_rating,vnd_delivery_rating,vnd_safety_rating,vnd_financial_health,vnd_msme_flag,vnd_blacklisted,vnd_approved_vendor,vnd_empanelment_date,vnd_empanelment_expiry,vnd_specialisation,inv_supplier_bank_name,inv_supplier_ifsc_code
00000000-0000-0000-0000-000036134ea3,PGT Trucking Inc,PGT Trucking Inc,Aliquippa,PA,USA,subcontractor,logistics,site_overheads,service,pgttrucking.com,VND-PTI-026,procurement@pgttrucking.com,52-1553976,62-104997-1556,+1-260-985-2307,2719184177,4.0,4.2,3.9,4.4,A,1,0,1,2021-06-01,2027-05-28,Logistics — EPC megaprojects,Wells Fargo,JPMB4687832
00000000-0000-0000-0000-0001628ad3ff,Rotork Controls Inc,Rotork Controls Inc,Bath,SOM,UK,supplier,instrumentation,mep,equipment,rotork.com,VND-RCI-027,procurement@rotork.com,GB412350064,89-247529-6406,+1-333-457-8892,2163100955,4.7,4.1,4.9,4.4,A,1,0,1,2009-08-01,2027-07-28,Instrumentation — EPC megaprojects,HSBC,JPMB3383833
00000000-0000-0000-0000-00007cc41aea,Ellis & Watts Global Industries,Ellis & Watts Global Industries,Cincinnati,OH,USA,supplier,industrial_equipment,equipment,equipment,elliswatts.com,VND-EAW-028,procurement@elliswatts.com,21-5678724,61-332390-1744,+1-946-262-3292,1548325597,4.2,4.7,4.9,4.3,B,0,0,1,2008-09-01,2027-04-28,Industrial Equipment — EPC megaprojects,Wells Fargo,JPMB4815986
00000000-0000-0000-0000-0000d5442ff7,IONEX Research Corporation,IONEX Research Corporation,Richland,WA,USA,supplier,nuclear_equipment,equipment,equipment,ionexresearch.com,VND-IRC-029,procurement@ionexresearch.com,32-7422915,50-945105-5997,+1-906-872-3563,1794329477,4.2,4.9,4.0,4.6,A,0,0,1,2017-02-01,2027-04-28,Nuclear Equipment — EPC megaprojects,Bank of America,JPMB2854007
00000000-0000-0000-0000-00025ab784db,Lasertel Inc,Lasertel Inc,Tucson,AZ,USA,supplier,laser_systems,equipment,equipment,lasertel.com,VND-LI-030,procurement@lasertel.com,97-9342401,23-158733-8236,+1-700-807-1327,1264295434,4.4,4.1,3.9,4.8,A,1,0,1,2017-10-01,2027-07-28,Laser Systems — EPC megaprojects,HSBC,JPMB3913566
00000000-0000-0000-0000-0003702a65ac,Hawthorne Machinery Company,Hawthorne Machinery Company,San Diego,CA,USA,subcontractor,equipment,equipment,equipment,hawthorncat.com,VND-HMC-031,procurement@hawthorncat.com,74-5679397,93-932660-5378,+1-969-900-3727,2367125900,4.4,4.1,4.1,4.2,B,0,0,1,2010-07-01,2027-01-28,Equipment — EPC megaprojects,Barclays,JPMB1597104
00000000-0000-0000-0000-00013a4f4f81,Gutor Electric Inc,Gutor Electric Inc,Wettingen,AG,Switzerland,supplier,electrical,mep,cable,gutor.com,VND-GEI-032,procurement@gutor.com,CH810139405,22-120503-1964,+1-801-441-7407,1881215756,4.6,4.6,4.9,4.3,A,1,0,1,2014-02-01,2027-03-28,Electrical — EPC megaprojects,JPMorgan Chase,JPMB4233632
00000000-0000-0000-0000-0000823e4406,Springs Fabrication Inc,Springs Fabrication Inc,Colorado Springs,CO,USA,supplier,fabrication,civil,steel,springsfabrication.com,VND-SFI-033,procurement@springsfabrication.com,83-9359411,53-859818-8755,+1-963-743-1843,2441145127,4.4,4.4,4.4,5.0,A,1,0,1,2014-04-01,2027-02-28,Fabrication — EPC megaprojects,Barclays,JPMB4826221
00000000-0000-0000-0000-00028af7cac5,Diani Building Corp,Diani Building Corp,Honolulu,HI,USA,subcontractor,civil,civil,aggregate,diani.com,VND-DBC-034,procurement@diani.com,57-3150138,36-604243-6486,+1-344-499-3065,2847148340,4.9,4.8,5.0,4.5,A,0,0,1,2020-02-01,2027-07-28,Civil — EPC megaprojects,Deutsche Bank,JPMB6276516
00000000-0000-0000-0000-00019bcb8ba0,Hartman Walsh Industrial Services,Hartman Walsh Industrial Services,St. Louis,MO,USA,subcontractor,industrial_services,site_overheads,service,hartmanwalsh.com,VND-HWI-035,procurement@hartmanwalsh.com,36-4128566,39-667904-1927,+1-438-735-2068,1633152937,4.5,4.7,4.9,4.9,A,0,0,1,2018-02-01,2027-07-28,Industrial Services — EPC megaprojects,HSBC,JPMB1980597
00000000-0000-0000-0000-0001a526d4ae,BCI Construction USA Inc,BCI Construction USA Inc,Murfreesboro,TN,USA,subcontractor,civil,civil,aggregate,bciconstruction.com,VND-BCU-036,procurement@bciconstruction.com,30-2288580,85-593250-6662,+1-780-515-7799,1751273628,4.1,4.5,3.8,4.3,A,1,0,1,2017-01-01,2027-08-28,Civil — EPC megaprojects,JPMorgan Chase,JPMB4550398
00000000-0000-0000-0000-00013c2dddb4,Air Conditioning Parts & Equipment,Air Conditioning Parts & Equipment,Richland,WA,USA,supplier,hvac,mep,equipment,acpems.com,VND-ACP-037,procurement@acpems.com,45-1384451,97-100876-8632,+1-310-319-1152,1488425892,4.1,4.8,4.3,4.8,A,0,0,1,2019-07-01,2027-05-28,Hvac — EPC megaprojects,Wells Fargo,JPMB9998358
00000000-0000-0000-0000-0001de3bf1da,Performance Contracting Inc,Performance Contracting Inc,Lenexa,KS,USA,subcontractor,industrial_services,site_overheads,service,pcg.com,VND-PCI-038,procurement@pcg.com,81-5881393,37-605398-2237,+1-392-952-8852,2996192730,4.4,5.0,4.6,4.8,A,0,0,1,2009-09-01,2027-12-28,Industrial Services — EPC megaprojects,Barclays,JPMB9368728
00000000-0000-0000-0000-0003021b401a,Faith Technologies Inc,Faith Technologies Inc,Menasha,WI,USA,subcontractor,electrical,mep,cable,faithtechnologies.com,VND-FTI-039,procurement@faithtechnologies.com,56-1734621,60-848886-7029,+1-623-654-6299,1242080829,4.5,4.5,4.9,4.9,A,1,0,1,2020-10-01,2027-10-28,Electrical — EPC megaprojects,Barclays,JPMB8733461
00000000-0000-0000-0000-000183ff584a,Fluid Controls and Components Inc,Fluid Controls and Components Inc,Richland,WA,USA,supplier,valves_piping,mep,pipe,fluidcontrols.net,VND-FCA-040,procurement@fluidcontrols.net,17-8106751,10-330982-6231,+1-845-356-9161,2818155004,4.4,4.7,5.0,4.4,A,0,0,1,2010-02-01,2027-07-28,Valves Piping — EPC megaprojects,Bank of America,JPMB8545904
00000000-0000-0000-0000-0000e7fdc700,Pacific Office Solutions,Pacific Office Solutions,Richland,WA,USA,supplier,office_supplies,site_overheads,service,pacoffice.com,VND-POS-041,procurement@pacoffice.com,17-2714406,82-824064-4787,+1-207-867-9168,1832041996,4.0,4.7,4.5,5.0,A,0,0,1,2021-04-01,2027-06-28,Office Supplies — EPC megaprojects,Citibank,JPMB6494848
00000000-0000-0000-0000-000234e05592,Petersen Inc,Petersen Inc,Ogden,UT,USA,supplier,fabrication,civil,steel,peterseninc.com,VND-PI-042,procurement@peterseninc.com,82-9881101,87-364542-5047,+1-807-655-9681,2131021822,4.1,4.2,3.8,4.5,B,1,0,1,2019-10-01,2027-01-28,Fabrication — EPC megaprojects,Barclays,JPMB1120656
00000000-0000-0000-0000-0001435bcd59,Inland Asphalt Company,Inland Asphalt Company,Richland,WA,USA,subcontractor,civil,civil,aggregate,inlandasphalt.com,VND-IAC-043,procurement@inlandasphalt.com,32-3665775,25-208159-5681,+1-499-431-3586,1147650586,4.5,4.2,4.7,4.3,A,0,0,1,2009-05-01,2027-09-28,Civil — EPC megaprojects,HSBC,JPMB5488519
00000000-0000-0000-0000-00018aea6214,ABB Ltd,ABB Ltd,Zurich,ZH,Switzerland,supplier,electrical,mep,cable,abb.com,VND-AL-044,procurement@abb.com,CH946080340,99-711948-2689,+1-625-764-5697,1856249548,4.6,4.2,4.8,4.4,A,0,0,1,2016-07-01,2027-10-28,Electrical — EPC megaprojects,Bank of America,JPMB5305773
00000000-0000-0000-0000-0000c44d2083,GE Hitachi Nuclear Energy,GE Hitachi Nuclear Energy,Wilmington,NC,USA,supplier,nuclear_equipment,equipment,equipment,gehitachiprods.com,VND-GHN-045,procurement@gehitachiprods.com,14-2087662,49-784133-7251,+1-963-921-7879,2420806534,4.8,4.5,4.2,4.3,A,0,0,1,2019-06-01,2027-09-28,Nuclear Equipment — EPC megaprojects,Barclays,JPMB3720933
00000000-0000-0000-0000-000309abdbd9,Mitsubishi Power,Mitsubishi Power,Houston,TX,USA,supplier,turbomachinery,equipment,equipment,power.mhi.com,VND-MP-046,procurement@power.mhi.com,53-6597418,32-979967-6981,+1-689-457-2199,1056854622,4.8,4.4,4.6,4.4,A,0,0,1,2016-12-01,2027-09-28,Turbomachinery — EPC megaprojects,HSBC,JPMB1050220
00000000-0000-0000-0000-00034c78a672,Honeywell UOP,Honeywell UOP,Des Plaines,IL,USA,supplier,process_systems,mep,equipment,uop.honeywell.com,VND-HU-047,procurement@uop.honeywell.com,25-9388233,15-882462-5979,+1-408-820-4827,1798608313,4.4,4.9,5.0,4.3,B,0,0,1,2016-06-01,2027-04-28,Process Systems — EPC megaprojects,Deutsche Bank,JPMB4489302
00000000-0000-0000-0000-0001121af9d3,Unger Steel Group,Unger Steel Group,Vienna,W,Austria,supplier,structural_steel,structural_steel,steel,ungerstahl.com,VND-USG-048,procurement@ungerstahl.com,CH939137035,20-960725-5473,+1-820-775-7669,3087687269,4.6,4.1,3.9,4.8,B,0,0,1,2017-03-01,2027-04-28,Structural Steel — EPC megaprojects,Citibank,JPMB5583661
00000000-0000-0000-0000-0001caec577a,Anvil International,Anvil International,Tulsa,OK,USA,supplier,piping,civil,pipe,anvilintl.com,VND-AI-049,procurement@anvilintl.com,41-5418609,24-221974-9144,+1-708-835-8846,1196762878,4.4,4.9,3.9,4.5,B,0,0,1,2013-09-01,2027-06-28,Piping — EPC megaprojects,Wells Fargo,JPMB8122486
00000000-0000-0000-0000-0000ba177b51,Nooter Eriksen Inc,Nooter Eriksen Inc,St. Louis,MO,USA,supplier,heat_exchange,mep,equipment,nooter-eriksen.com,VND-NEI-050,procurement@nooter-eriksen.com,84-6371870,14-614439-7864,+1-320-508-7937,1261047870,4.5,4.9,4.6,4.5,A,1,0,1,2017-02-01,2027-03-28,Heat Exchange — EPC megaprojects,Deutsche Bank,JPMB8036229
00000000-0000-0000-0000-0000d11a5a02,Caterpillar Inc,Caterpillar Inc,Irving,TX,USA,supplier,equipment,equipment,equipment,cat.com,VND-CI-051,procurement@cat.com,18-3018155,31-866446-9538,+1-223-518-3500,3074899177,4.6,4.2,4.8,4.6,B,1,0,1,2019-04-01,2027-01-28,Equipment — EPC megaprojects,Wells Fargo,JPMB3480974
00000000-0000-0000-0000-000146300584,Porvair Filtration Group Inc,Porvair Filtration Group Inc,Fareham,HAM,UK,supplier,filtration,mep,equipment,porvairfiltration.com,VND-PFG-052,procurement@porvairfiltration.com,GB781803471,18-688508-9618,+1-918-517-3768,3003044537,5.0,4.8,4.1,4.3,A,0,0,1,2020-08-01,2027-11-28,Filtration — EPC megaprojects,Wells Fargo,JPMB7006159
00000000-0000-0000-0000-0000930044b7,TD Supply Specialists LLC,TD Supply Specialists LLC,Columbus,OH,USA,supplier,specialist_tools,site_overheads,service,tdsupplyspecialists.com,VND-TSS-053,procurement@tdsupplyspecialists.com,75-1216260,74-524049-3546,+1-679-569-3051,2335659282,4.3,4.8,3.9,4.6,B,0,0,1,2020-08-01,2027-03-28,Specialist Tools — EPC megaprojects,Wells Fargo,JPMB3618946
00000000-0000-0000-0000-000283f9d28c,DYNACOM Corporation,DYNACOM Corporation,Reston,VA,USA,subcontractor,it_infrastructure,site_overheads,service,dynacomcorp.com,VND-DC-054,procurement@dynacomcorp.com,15-9745308,65-946036-1943,+1-828-446-9643,2320015195,4.8,4.0,4.2,4.3,A,0,0,1,2014-10-01,2027-07-28,It Infrastructure — EPC megaprojects,Barclays,JPMB9023496
00000000-0000-0000-0000-00037d7d3208,Dashiell Corporation,Dashiell Corporation,Houston,TX,USA,subcontractor,electrical,mep,cable,dashiell.com,VND-DC-055,procurement@dashiell.com,51-9545348,72-465528-6652,+1-342-643-8831,2788455352,4.1,4.9,3.9,4.6,B,0,0,1,2013-09-01,2027-11-28,Electrical — EPC megaprojects,HSBC,JPMB5459686
00000000-0000-0000-0000-000247ad86d7,Inland Valley Construction Co Inc,Inland Valley Construction Co Inc,Perris,CA,USA,subcontractor,civil,civil,aggregate,inlandvalley.com,VND-IVC-056,procurement@inlandvalley.com,75-2574506,38-427025-9657,+1-360-612-5913,1664255409,4.1,4.2,3.8,4.8,A,0,0,1,2017-03-01,2027-02-28,Civil — EPC megaprojects,Deutsche Bank,JPMB2947038
00000000-0000-0000-0000-00015f39ff14,Team Industries Inc,Team Industries Inc,Bagley,MN,USA,supplier,equipment,equipment,equipment,teamindustries.com,VND-TII-057,procurement@teamindustries.com,72-8460498,18-400524-7792,+1-621-492-5806,2333534687,4.1,4.6,4.1,4.6,A,1,0,1,2010-07-01,2027-06-28,Equipment — EPC megaprojects,Deutsche Bank,JPMB4244341
00000000-0000-0000-0000-0000aeccfb0a,Mechanical Dynamics and Analysis LLC,Mechanical Dynamics and Analysis LLC,Houston,TX,USA,subcontractor,mechanical,mep,equipment,mda-llc.com,VND-MDA-058,procurement@mda-llc.com,98-8544711,10-552742-1574,+1-256-642-2124,2214069884,4.6,4.4,4.4,4.3,A,0,0,1,2013-04-01,2027-09-28,Mechanical — EPC megaprojects,Wells Fargo,JPMB5426525
00000000-0000-0000-0000-000248c556fd,Fluor Corporation,Fluor Corporation,Irving,TX,USA,subcontractor,engineering,subcontract,service,fluor.com,VND-FC-059,procurement@fluor.com,61-4589708,37-346715-1130,+1-706-690-4917,3109840230,4.6,4.3,4.0,4.5,A,0,0,1,2018-03-01,2027-07-28,Engineering — EPC megaprojects,Bank of America,JPMB6703452
00000000-0000-0000-0000-00015e12b240,Jacobs Engineering Group,Jacobs Engineering Group,Dallas,TX,USA,subcontractor,engineering,subcontract,service,jacobs.com,VND-JEG-060,procurement@jacobs.com,57-2497854,58-335840-5474,+1-993-734-2784,2753554614,4.0,4.9,4.6,4.4,A,0,0,1,2012-06-01,2027-02-28,Engineering — EPC megaprojects,Citibank,JPMB9006321
00000000-0000-0000-0000-000154b7cbb0,Black & Veatch,Black & Veatch,Overland Park,KS,USA,subcontractor,engineering,subcontract,service,bv.com,VND-BAV-061,procurement@bv.com,41-3054389,27-414096-7522,+1-565-312-9100,1389389169,4.9,5.0,4.3,4.9,B,0,0,1,2011-07-01,2027-03-28,Engineering — EPC megaprojects,HSBC,JPMB8028079
00000000-0000-0000-0000-0002c0416cb0,Zachry Group,Zachry Group,San Antonio,TX,USA,subcontractor,civil,civil,aggregate,zachrygroup.com,VND-ZG-062,procurement@zachrygroup.com,86-3342790,80-521104-8344,+1-812-838-8547,1435637113,4.6,4.9,4.1,4.7,A,0,0,1,2012-02-01,2027-10-28,Civil — EPC megaprojects,Deutsche Bank,JPMB3766745
00000000-0000-0000-0000-000287468248,KBR Inc,KBR Inc,Houston,TX,USA,subcontractor,engineering,subcontract,service,kbr.com,VND-KI-063,procurement@kbr.com,61-4146362,20-754232-6029,+1-428-343-4270,1237590876,5.0,4.3,4.9,4.8,A,1,0,1,2014-10-01,2027-10-28,Engineering — EPC megaprojects,Wells Fargo,JPMB9664841
00000000-0000-0000-0000-0003053adb5a,McDermott International,McDermott International,Houston,TX,USA,subcontractor,offshore,subcontract,service,mcdermott.com,VND-MI-064,procurement@mcdermott.com,43-9586995,84-235030-3938,+1-830-908-6811,2674714476,4.5,4.1,4.5,4.8,A,0,0,1,2017-01-01,2027-07-28,Offshore — EPC megaprojects,Deutsche Bank,JPMB6390531
00000000-0000-0000-0000-0002d863e227,Wood Group PLC,Wood Group PLC,Aberdeen,ABD,UK,subcontractor,engineering,subcontract,service,woodgroup.com,VND-WGP-065,procurement@woodgroup.com,GB384209671,55-765601-3518,+1-280-515-5457,1141455088,4.9,4.4,4.4,4.7,A,0,0,1,2011-07-01,2027-08-28,Engineering — EPC megaprojects,Deutsche Bank,JPMB9292802
00000000-0000-0000-0000-000144e69c37,WorleyParsons,WorleyParsons,Sydney,NSW,Australia,subcontractor,engineering,subcontract,service,worley.com,VND-W-066,procurement@worley.com,GB949500247,79-304465-8231,+1-698-600-9595,2584863948,4.8,4.2,3.9,4.9,B,0,0,1,2011-12-01,2027-05-28,Engineering — EPC megaprojects,Wells Fargo,JPMB8095539
00000000-0000-0000-0000-0002974ed843,AECOM,AECOM,Dallas,TX,USA,subcontractor,civil,civil,aggregate,aecom.com,VND-A-067,procurement@aecom.com,84-6323505,95-480197-1603,+1-246-543-7647,1034253223,4.1,4.7,4.0,4.9,B,0,0,1,2018-07-01,2027-11-28,Civil — EPC megaprojects,Barclays,JPMB2597884
00000000-0000-0000-0000-000201ee9e6c,Saipem,Saipem,San Donato Milanese,MI,Italy,subcontractor,offshore,subcontract,service,saipem.com,VND-S-068,procurement@saipem.com,IT48587056466,62-664276-2875,+1-888-525-3080,2224634431,4.2,4.9,4.0,4.4,A,0,0,1,2019-09-01,2027-08-28,Offshore — EPC megaprojects,JPMorgan Chase,JPMB3459821
